"fecha_hora","date","hour","O3","PM10","MAX_DIA_O3","MAX_DIA_PM10"
2015-01-01 10:00:00,2015-01-01,10,11,127,49,128
2015-01-01 11:00:00,2015-01-01,11,33,128,49,128
2015-01-01 06:00:00,2015-01-01,6,4,125,49,128
2015-01-01 07:00:00,2015-01-01,7,4,127,49,128
2015-01-01 08:00:00,2015-01-01,8,4,127,49,128
2015-01-01 09:00:00,2015-01-01,9,4,127,49,128
2015-01-02 10:00:00,2015-01-02,10,9,81,28,111
2015-01-02 11:00:00,2015-01-02,11,14,71,28,111
2015-01-02 06:00:00,2015-01-02,6,2,104,28,111
2015-01-02 07:00:00,2015-01-02,7,2,102,28,111
2015-01-02 08:00:00,2015-01-02,8,2,97,28,111
2015-01-02 09:00:00,2015-01-02,9,4,90,28,111
2015-01-05 10:00:00,2015-01-05,10,6,49,19,63
2015-01-05 11:00:00,2015-01-05,11,13,48,19,63
2015-01-05 06:00:00,2015-01-05,6,11,52,19,63
2015-01-05 07:00:00,2015-01-05,7,8,52,19,63
2015-01-05 08:00:00,2015-01-05,8,4,51,19,63
2015-01-05 09:00:00,2015-01-05,9,4,51,19,63
2015-01-06 10:00:00,2015-01-06,10,5,68,30,81
2015-01-06 11:00:00,2015-01-06,11,7,73,30,81
2015-01-06 06:00:00,2015-01-06,6,2,58,30,81
2015-01-06 07:00:00,2015-01-06,7,2,60,30,81
2015-01-06 08:00:00,2015-01-06,8,2,61,30,81
2015-01-06 09:00:00,2015-01-06,9,3,64,30,81
2015-01-07 10:00:00,2015-01-07,10,6,55,33,70
2015-01-07 11:00:00,2015-01-07,11,10,51,33,70
2015-01-07 06:00:00,2015-01-07,6,4,65,33,70
2015-01-07 07:00:00,2015-01-07,7,2,64,33,70
2015-01-07 08:00:00,2015-01-07,8,2,61,33,70
2015-01-07 09:00:00,2015-01-07,9,4,60,33,70
2015-01-08 10:00:00,2015-01-08,10,11,25,28,44
2015-01-08 11:00:00,2015-01-08,11,14,24,28,44
2015-01-08 06:00:00,2015-01-08,6,18,44,28,44
2015-01-08 07:00:00,2015-01-08,7,7,26,28,44
2015-01-08 08:00:00,2015-01-08,8,7,26,28,44
2015-01-08 09:00:00,2015-01-08,9,13,25,28,44
2015-01-09 10:00:00,2015-01-09,10,6,70,43,97
2015-01-09 11:00:00,2015-01-09,11,10,74,43,97
2015-01-09 06:00:00,2015-01-09,6,2,61,43,97
2015-01-09 07:00:00,2015-01-09,7,2,63,43,97
2015-01-09 08:00:00,2015-01-09,8,2,63,43,97
2015-01-09 09:00:00,2015-01-09,9,4,67,43,97
2015-01-12 10:00:00,2015-01-12,10,9,83,118,99
2015-01-12 11:00:00,2015-01-12,11,16,84,118,99
2015-01-12 06:00:00,2015-01-12,6,3,73,118,99
2015-01-12 07:00:00,2015-01-12,7,2,74,118,99
2015-01-12 08:00:00,2015-01-12,8,3,77,118,99
2015-01-12 09:00:00,2015-01-12,9,4,81,118,99
2015-01-13 10:00:00,2015-01-13,10,13,103,122,106
2015-01-13 11:00:00,2015-01-13,11,20,103,122,106
2015-01-13 06:00:00,2015-01-13,6,2,104,122,106
2015-01-13 07:00:00,2015-01-13,7,2,104,122,106
2015-01-13 08:00:00,2015-01-13,8,2,104,122,106
2015-01-13 09:00:00,2015-01-13,9,5,103,122,106
2015-01-14 10:00:00,2015-01-14,10,8,103,111,106
2015-01-14 11:00:00,2015-01-14,11,17,103,111,106
2015-01-14 06:00:00,2015-01-14,6,2,103,111,106
2015-01-14 07:00:00,2015-01-14,7,2,103,111,106
2015-01-14 08:00:00,2015-01-14,8,2,103,111,106
2015-01-14 09:00:00,2015-01-14,9,4,103,111,106
2015-01-15 10:00:00,2015-01-15,10,6,99,112,101
2015-01-15 11:00:00,2015-01-15,11,16,99,112,101
2015-01-15 06:00:00,2015-01-15,6,2,96,112,101
2015-01-15 07:00:00,2015-01-15,7,3,96,112,101
2015-01-15 08:00:00,2015-01-15,8,2,97,112,101
2015-01-15 09:00:00,2015-01-15,9,3,99,112,101
2015-01-16 10:00:00,2015-01-16,10,12,100,100,102
2015-01-16 11:00:00,2015-01-16,11,22,99,100,102
2015-01-16 06:00:00,2015-01-16,6,2,101,100,102
2015-01-16 07:00:00,2015-01-16,7,2,101,100,102
2015-01-16 08:00:00,2015-01-16,8,3,101,100,102
2015-01-16 09:00:00,2015-01-16,9,4,101,100,102
2015-01-19 10:00:00,2015-01-19,10,5,74,57,88
2015-01-19 11:00:00,2015-01-19,11,11,76,57,88
2015-01-19 06:00:00,2015-01-19,6,2,73,57,88
2015-01-19 07:00:00,2015-01-19,7,2,73,57,88
2015-01-19 08:00:00,2015-01-19,8,2,71,57,88
2015-01-19 09:00:00,2015-01-19,9,3,71,57,88
2015-01-20 10:00:00,2015-01-20,10,9,101,116,106
2015-01-20 11:00:00,2015-01-20,11,18,102,116,106
2015-01-20 06:00:00,2015-01-20,6,2,96,116,106
2015-01-20 07:00:00,2015-01-20,7,2,99,116,106
2015-01-20 08:00:00,2015-01-20,8,3,101,116,106
2015-01-20 09:00:00,2015-01-20,9,3,101,116,106
2015-01-21 10:00:00,2015-01-21,10,9,104,55,106
2015-01-21 11:00:00,2015-01-21,11,24,105,55,106
2015-01-21 06:00:00,2015-01-21,6,4,105,55,106
2015-01-21 07:00:00,2015-01-21,7,3,105,55,106
2015-01-21 08:00:00,2015-01-21,8,2,104,55,106
2015-01-21 09:00:00,2015-01-21,9,4,104,55,106
2015-01-22 10:00:00,2015-01-22,10,15,91,40,96
2015-01-22 11:00:00,2015-01-22,11,27,86,40,96
2015-01-22 06:00:00,2015-01-22,6,2,96,40,96
2015-01-22 07:00:00,2015-01-22,7,2,96,40,96
2015-01-22 08:00:00,2015-01-22,8,2,94,40,96
2015-01-22 09:00:00,2015-01-22,9,5,93,40,96
2015-01-23 10:00:00,2015-01-23,10,6,67,57,77
2015-01-23 11:00:00,2015-01-23,11,12,68,57,77
2015-01-23 06:00:00,2015-01-23,6,3,65,57,77
2015-01-23 07:00:00,2015-01-23,7,2,65,57,77
2015-01-23 08:00:00,2015-01-23,8,2,65,57,77
2015-01-23 09:00:00,2015-01-23,9,4,65,57,77
2015-01-26 10:00:00,2015-01-26,10,8,74,51,87
2015-01-26 11:00:00,2015-01-26,11,18,74,51,87
2015-01-26 06:00:00,2015-01-26,6,9,76,51,87
2015-01-26 07:00:00,2015-01-26,7,5,74,51,87
2015-01-26 08:00:00,2015-01-26,8,3,73,51,87
2015-01-26 09:00:00,2015-01-26,9,4,74,51,87
2015-01-27 10:00:00,2015-01-27,10,7,88,63,99
2015-01-27 11:00:00,2015-01-27,11,18,90,63,99
2015-01-27 06:00:00,2015-01-27,6,2,83,63,99
2015-01-27 07:00:00,2015-01-27,7,2,84,63,99
2015-01-27 08:00:00,2015-01-27,8,2,86,63,99
2015-01-27 09:00:00,2015-01-27,9,4,87,63,99
2015-01-28 10:00:00,2015-01-28,10,7,90,36,91
2015-01-28 11:00:00,2015-01-28,11,14,90,36,91
2015-01-28 06:00:00,2015-01-28,6,2,90,36,91
2015-01-28 07:00:00,2015-01-28,7,2,90,36,91
2015-01-28 08:00:00,2015-01-28,8,3,88,36,91
2015-01-28 09:00:00,2015-01-28,9,4,90,36,91
2015-01-29 10:00:00,2015-01-29,10,8,74,32,80
2015-01-29 11:00:00,2015-01-29,11,16,73,32,80
2015-01-29 06:00:00,2015-01-29,6,2,76,32,80
2015-01-29 07:00:00,2015-01-29,7,2,76,32,80
2015-01-29 08:00:00,2015-01-29,8,2,76,32,80
2015-01-29 09:00:00,2015-01-29,9,4,74,32,80
2015-01-30 10:00:00,2015-01-30,10,7,67,46,87
2015-01-30 11:00:00,2015-01-30,11,13,65,46,87
2015-01-30 06:00:00,2015-01-30,6,2,70,46,87
2015-01-30 07:00:00,2015-01-30,7,2,70,46,87
2015-01-30 08:00:00,2015-01-30,8,2,68,46,87
2015-01-30 09:00:00,2015-01-30,9,4,68,46,87
2015-02-02 10:00:00,2015-02-02,10,9,48,42,65
2015-02-02 11:00:00,2015-02-02,11,17,50,42,65
2015-02-02 06:00:00,2015-02-02,6,2,48,42,65
2015-02-02 07:00:00,2015-02-02,7,2,48,42,65
2015-02-02 08:00:00,2015-02-02,8,2,46,42,65
2015-02-02 09:00:00,2015-02-02,9,4,46,42,65
2015-02-03 10:00:00,2015-02-03,10,9,55,22,63
2015-02-03 11:00:00,2015-02-03,11,14,52,22,63
2015-02-03 06:00:00,2015-02-03,6,4,60,22,63
2015-02-03 07:00:00,2015-02-03,7,3,58,22,63
2015-02-03 08:00:00,2015-02-03,8,2,58,22,63
2015-02-03 09:00:00,2015-02-03,9,5,58,22,63
2015-02-04 10:00:00,2015-02-04,10,7,58,49,64
2015-02-04 11:00:00,2015-02-04,11,16,61,49,64
2015-02-04 06:00:00,2015-02-04,6,2,45,49,64
2015-02-04 07:00:00,2015-02-04,7,2,48,49,64
2015-02-04 08:00:00,2015-02-04,8,2,51,49,64
2015-02-04 09:00:00,2015-02-04,9,4,55,49,64
2015-02-05 10:00:00,2015-02-05,10,9,68,59,81
2015-02-05 11:00:00,2015-02-05,11,21,70,59,81
2015-02-05 06:00:00,2015-02-05,6,2,68,59,81
2015-02-05 07:00:00,2015-02-05,7,2,68,59,81
2015-02-05 08:00:00,2015-02-05,8,2,67,59,81
2015-02-05 09:00:00,2015-02-05,9,4,67,59,81
2015-02-06 10:00:00,2015-02-06,10,9,73,73,83
2015-02-06 11:00:00,2015-02-06,11,16,73,73,83
2015-02-06 06:00:00,2015-02-06,6,6,77,73,83
2015-02-06 07:00:00,2015-02-06,7,2,76,73,83
2015-02-06 08:00:00,2015-02-06,8,2,74,73,83
2015-02-06 09:00:00,2015-02-06,9,5,73,73,83
2015-02-09 10:00:00,2015-02-09,10,9,103,39,103
2015-02-09 11:00:00,2015-02-09,11,22,102,39,103
2015-02-09 06:00:00,2015-02-09,6,2,96,39,103
2015-02-09 07:00:00,2015-02-09,7,2,102,39,103
2015-02-09 08:00:00,2015-02-09,8,2,102,39,103
2015-02-09 09:00:00,2015-02-09,9,4,102,39,103
2015-02-10 10:00:00,2015-02-10,10,10,68,90,86
2015-02-10 11:00:00,2015-02-10,11,19,70,90,86
2015-02-10 06:00:00,2015-02-10,6,2,83,90,86
2015-02-10 07:00:00,2015-02-10,7,2,70,90,86
2015-02-10 08:00:00,2015-02-10,8,2,70,90,86
2015-02-10 09:00:00,2015-02-10,9,4,68,90,86
2015-02-11 10:00:00,2015-02-11,10,8,100,104,102
2015-02-11 11:00:00,2015-02-11,11,21,101,104,102
2015-02-11 06:00:00,2015-02-11,6,2,94,104,102
2015-02-11 07:00:00,2015-02-11,7,2,97,104,102
2015-02-11 08:00:00,2015-02-11,8,3,97,104,102
2015-02-11 09:00:00,2015-02-11,9,4,99,104,102
2015-02-12 10:00:00,2015-02-12,10,16,77,41,97
2015-02-12 11:00:00,2015-02-12,11,30,71,41,97
2015-02-12 06:00:00,2015-02-12,6,11,90,41,97
2015-02-12 07:00:00,2015-02-12,7,8,88,41,97
2015-02-12 08:00:00,2015-02-12,8,8,87,41,97
2015-02-12 09:00:00,2015-02-12,9,9,83,41,97
2015-02-13 10:00:00,2015-02-13,10,5,48,36,99
2015-02-13 11:00:00,2015-02-13,11,9,50,36,99
2015-02-13 06:00:00,2015-02-13,6,5,43,36,99
2015-02-13 07:00:00,2015-02-13,7,2,43,36,99
2015-02-13 08:00:00,2015-02-13,8,3,44,36,99
2015-02-13 09:00:00,2015-02-13,9,4,45,36,99
2015-02-16 10:00:00,2015-02-16,10,7,68,42,91
2015-02-16 11:00:00,2015-02-16,11,19,68,42,91
2015-02-16 06:00:00,2015-02-16,6,2,76,42,91
2015-02-16 07:00:00,2015-02-16,7,2,74,42,91
2015-02-16 08:00:00,2015-02-16,8,2,73,42,91
2015-02-16 09:00:00,2015-02-16,9,4,70,42,91
2015-02-17 10:00:00,2015-02-17,10,10,57,40,70
2015-02-17 11:00:00,2015-02-17,11,19,55,40,70
2015-02-17 06:00:00,2015-02-17,6,2,64,40,70
2015-02-17 07:00:00,2015-02-17,7,2,63,40,70
2015-02-17 08:00:00,2015-02-17,8,2,61,40,70
2015-02-17 09:00:00,2015-02-17,9,4,60,40,70
2015-02-18 10:00:00,2015-02-18,10,11,61,105,80
2015-02-18 11:00:00,2015-02-18,11,21,60,105,80
2015-02-18 06:00:00,2015-02-18,6,2,54,105,80
2015-02-18 07:00:00,2015-02-18,7,2,55,105,80
2015-02-18 08:00:00,2015-02-18,8,3,57,105,80
2015-02-18 09:00:00,2015-02-18,9,4,60,105,80
2015-02-19 10:00:00,2015-02-19,10,10,78,120,83
2015-02-19 11:00:00,2015-02-19,11,19,83,120,83
2015-02-19 06:00:00,2015-02-19,6,6,77,120,83
2015-02-19 07:00:00,2015-02-19,7,2,77,120,83
2015-02-19 08:00:00,2015-02-19,8,3,77,120,83
2015-02-19 09:00:00,2015-02-19,9,5,77,120,83
2015-02-20 10:00:00,2015-02-20,10,11,93,117,94
2015-02-20 11:00:00,2015-02-20,11,25,90,117,94
2015-02-20 06:00:00,2015-02-20,6,2,87,117,94
2015-02-20 07:00:00,2015-02-20,7,2,88,117,94
2015-02-20 08:00:00,2015-02-20,8,2,91,117,94
2015-02-20 09:00:00,2015-02-20,9,4,93,117,94
2015-02-23 10:00:00,2015-02-23,10,10,55,59,77
2015-02-23 11:00:00,2015-02-23,11,19,54,59,77
2015-02-23 06:00:00,2015-02-23,6,2,60,59,77
2015-02-23 07:00:00,2015-02-23,7,3,57,59,77
2015-02-23 08:00:00,2015-02-23,8,3,55,59,77
2015-02-23 09:00:00,2015-02-23,9,4,55,59,77
2015-02-24 10:00:00,2015-02-24,10,10,91,113,102
2015-02-24 11:00:00,2015-02-24,11,21,96,113,102
2015-02-24 06:00:00,2015-02-24,6,2,83,113,102
2015-02-24 07:00:00,2015-02-24,7,2,86,113,102
2015-02-24 08:00:00,2015-02-24,8,3,88,113,102
2015-02-24 09:00:00,2015-02-24,9,5,88,113,102
2015-02-25 10:00:00,2015-02-25,10,13,103,49,103
2015-02-25 11:00:00,2015-02-25,11,26,102,49,103
2015-02-25 06:00:00,2015-02-25,6,4,103,49,103
2015-02-25 07:00:00,2015-02-25,7,3,103,49,103
2015-02-25 08:00:00,2015-02-25,8,3,103,49,103
2015-02-25 09:00:00,2015-02-25,9,6,103,49,103
2015-02-26 10:00:00,2015-02-26,10,17,81,61,90
2015-02-26 11:00:00,2015-02-26,11,34,83,61,90
2015-02-26 06:00:00,2015-02-26,6,8,78,61,90
2015-02-26 07:00:00,2015-02-26,7,4,84,61,90
2015-02-26 08:00:00,2015-02-26,8,3,84,61,90
2015-02-26 09:00:00,2015-02-26,9,9,83,61,90
2015-02-27 10:00:00,2015-02-27,10,13,76,39,78
2015-02-27 11:00:00,2015-02-27,11,22,77,39,78
2015-02-27 06:00:00,2015-02-27,6,3,77,39,78
2015-02-27 07:00:00,2015-02-27,7,2,70,39,78
2015-02-27 08:00:00,2015-02-27,8,3,71,39,78
2015-02-27 09:00:00,2015-02-27,9,5,73,39,78
2015-03-02 10:00:00,2015-03-02,10,14,83,121,91
2015-03-02 11:00:00,2015-03-02,11,26,83,121,91
2015-03-02 06:00:00,2015-03-02,6,4,68,121,91
2015-03-02 07:00:00,2015-03-02,7,2,70,121,91
2015-03-02 08:00:00,2015-03-02,8,3,74,121,91
2015-03-02 09:00:00,2015-03-02,9,7,80,121,91
2015-03-03 10:00:00,2015-03-03,10,12,91,147,101
2015-03-03 11:00:00,2015-03-03,11,26,93,147,101
2015-03-03 06:00:00,2015-03-03,6,2,97,147,101
2015-03-03 07:00:00,2015-03-03,7,2,96,147,101
2015-03-03 08:00:00,2015-03-03,8,3,94,147,101
2015-03-03 09:00:00,2015-03-03,9,6,91,147,101
2015-03-04 10:00:00,2015-03-04,10,14,100,135,103
2015-03-04 11:00:00,2015-03-04,11,26,100,135,103
2015-03-04 06:00:00,2015-03-04,6,9,101,135,103
2015-03-04 07:00:00,2015-03-04,7,4,101,135,103
2015-03-04 08:00:00,2015-03-04,8,3,101,135,103
2015-03-04 09:00:00,2015-03-04,9,6,101,135,103
2015-03-05 10:00:00,2015-03-05,10,14,94,57,101
2015-03-05 11:00:00,2015-03-05,11,24,90,57,101
2015-03-05 06:00:00,2015-03-05,6,3,97,57,101
2015-03-05 07:00:00,2015-03-05,7,2,97,57,101
2015-03-05 08:00:00,2015-03-05,8,3,96,57,101
2015-03-05 09:00:00,2015-03-05,9,6,94,57,101
2015-03-06 10:00:00,2015-03-06,10,11,97,102,102
2015-03-06 11:00:00,2015-03-06,11,17,96,102,102
2015-03-06 06:00:00,2015-03-06,6,3,94,102,102
2015-03-06 07:00:00,2015-03-06,7,2,94,102,102
2015-03-06 08:00:00,2015-03-06,8,2,94,102,102
2015-03-06 09:00:00,2015-03-06,9,4,96,102,102
2015-03-09 10:00:00,2015-03-09,10,13,57,84,60
2015-03-09 11:00:00,2015-03-09,11,25,57,84,60
2015-03-09 06:00:00,2015-03-09,6,2,55,84,60
2015-03-09 07:00:00,2015-03-09,7,2,55,84,60
2015-03-09 08:00:00,2015-03-09,8,3,55,84,60
2015-03-09 09:00:00,2015-03-09,9,8,55,84,60
2015-03-10 10:00:00,2015-03-10,10,16,64,34,64
2015-03-10 11:00:00,2015-03-10,11,27,64,34,64
2015-03-10 06:00:00,2015-03-10,6,5,64,34,64
2015-03-10 07:00:00,2015-03-10,7,2,63,34,64
2015-03-10 08:00:00,2015-03-10,8,3,63,34,64
2015-03-10 09:00:00,2015-03-10,9,8,64,34,64
2015-03-11 10:00:00,2015-03-11,10,14,45,36,57
2015-03-11 11:00:00,2015-03-11,11,22,45,36,57
2015-03-11 06:00:00,2015-03-11,6,6,48,36,57
2015-03-11 07:00:00,2015-03-11,7,3,48,36,57
2015-03-11 08:00:00,2015-03-11,8,3,48,36,57
2015-03-11 09:00:00,2015-03-11,9,8,48,36,57
2015-03-12 10:00:00,2015-03-12,10,17,31,26,36
2015-03-12 11:00:00,2015-03-12,11,19,29,26,36
2015-03-12 06:00:00,2015-03-12,6,11,33,26,36
2015-03-12 07:00:00,2015-03-12,7,3,34,26,36
2015-03-12 08:00:00,2015-03-12,8,3,33,26,36
2015-03-12 09:00:00,2015-03-12,9,7,33,26,36
2015-03-13 10:00:00,2015-03-13,10,18,25,24,26
2015-03-13 11:00:00,2015-03-13,11,21,25,24,26
2015-03-13 06:00:00,2015-03-13,6,12,23,24,26
2015-03-13 07:00:00,2015-03-13,7,5,21,24,26
2015-03-13 08:00:00,2015-03-13,8,4,23,24,26
2015-03-13 09:00:00,2015-03-13,9,12,24,24,26
2015-03-16 10:00:00,2015-03-16,10,15,45,31,49
2015-03-16 11:00:00,2015-03-16,11,25,48,31,49
2015-03-16 06:00:00,2015-03-16,6,2,41,31,49
2015-03-16 07:00:00,2015-03-16,7,2,43,31,49
2015-03-16 08:00:00,2015-03-16,8,4,44,31,49
2015-03-16 09:00:00,2015-03-16,9,6,44,31,49
2015-03-17 10:00:00,2015-03-17,10,14,39,44,49
2015-03-17 11:00:00,2015-03-17,11,26,38,44,49
2015-03-17 06:00:00,2015-03-17,6,8,34,44,49
2015-03-17 07:00:00,2015-03-17,7,2,34,44,49
2015-03-17 08:00:00,2015-03-17,8,3,35,44,49
2015-03-17 09:00:00,2015-03-17,9,6,38,44,49
2015-03-18 10:00:00,2015-03-18,10,14,50,78,55
2015-03-18 11:00:00,2015-03-18,11,26,50,78,55
2015-03-18 06:00:00,2015-03-18,6,3,52,78,55
2015-03-18 07:00:00,2015-03-18,7,2,54,78,55
2015-03-18 08:00:00,2015-03-18,8,3,52,78,55
2015-03-18 09:00:00,2015-03-18,9,6,51,78,55
2015-03-19 10:00:00,2015-03-19,10,13,48,69,63
2015-03-19 11:00:00,2015-03-19,11,23,50,69,63
2015-03-19 06:00:00,2015-03-19,6,4,48,69,63
2015-03-19 07:00:00,2015-03-19,7,2,49,69,63
2015-03-19 08:00:00,2015-03-19,8,3,49,69,63
2015-03-19 09:00:00,2015-03-19,9,6,49,69,63
2015-03-20 10:00:00,2015-03-20,10,16,86,67,87
2015-03-20 11:00:00,2015-03-20,11,36,86,67,87
2015-03-20 06:00:00,2015-03-20,6,3,76,67,87
2015-03-20 07:00:00,2015-03-20,7,2,77,67,87
2015-03-20 08:00:00,2015-03-20,8,3,80,67,87
2015-03-20 09:00:00,2015-03-20,9,6,83,67,87
2015-03-23 10:00:00,2015-03-23,10,7,52,65,61
2015-03-23 11:00:00,2015-03-23,11,19,54,65,61
2015-03-23 06:00:00,2015-03-23,6,9,48,65,61
2015-03-23 07:00:00,2015-03-23,7,3,49,65,61
2015-03-23 08:00:00,2015-03-23,8,3,50,65,61
2015-03-23 09:00:00,2015-03-23,9,4,50,65,61
2015-03-24 10:00:00,2015-03-24,10,9,46,48,57
2015-03-24 11:00:00,2015-03-24,11,21,46,48,57
2015-03-24 06:00:00,2015-03-24,6,4,50,48,57
2015-03-24 07:00:00,2015-03-24,7,2,49,48,57
2015-03-24 08:00:00,2015-03-24,8,3,49,48,57
2015-03-24 09:00:00,2015-03-24,9,4,48,48,57
2015-03-25 10:00:00,2015-03-25,10,17,51,46,51
2015-03-25 11:00:00,2015-03-25,11,29,51,46,51
2015-03-25 06:00:00,2015-03-25,6,2,48,46,51
2015-03-25 07:00:00,2015-03-25,7,2,48,46,51
2015-03-25 08:00:00,2015-03-25,8,3,49,46,51
2015-03-25 09:00:00,2015-03-25,9,9,49,46,51
2015-03-26 10:00:00,2015-03-26,10,17,40,40,44
2015-03-26 11:00:00,2015-03-26,11,23,39,40,44
2015-03-26 06:00:00,2015-03-26,6,2,41,40,44
2015-03-26 07:00:00,2015-03-26,7,3,41,40,44
2015-03-26 08:00:00,2015-03-26,8,3,41,40,44
2015-03-26 09:00:00,2015-03-26,9,9,40,40,44
2015-03-27 10:00:00,2015-03-27,10,10,44,44,57
2015-03-27 11:00:00,2015-03-27,11,19,45,44,57
2015-03-27 06:00:00,2015-03-27,6,2,43,44,57
2015-03-27 07:00:00,2015-03-27,7,2,44,44,57
2015-03-27 08:00:00,2015-03-27,8,3,43,44,57
2015-03-27 09:00:00,2015-03-27,9,4,44,44,57
2015-03-30 10:00:00,2015-03-30,10,16,44,76,48
2015-03-30 11:00:00,2015-03-30,11,31,46,76,48
2015-03-30 06:00:00,2015-03-30,6,2,38,76,48
2015-03-30 07:00:00,2015-03-30,7,2,39,76,48
2015-03-30 08:00:00,2015-03-30,8,4,40,76,48
2015-03-30 09:00:00,2015-03-30,9,7,43,76,48
2015-03-31 10:00:00,2015-03-31,10,18,50,107,65
2015-03-31 11:00:00,2015-03-31,11,31,50,107,65
2015-03-31 06:00:00,2015-03-31,6,2,46,107,65
2015-03-31 07:00:00,2015-03-31,7,2,48,107,65
2015-03-31 08:00:00,2015-03-31,8,3,49,107,65
2015-03-31 09:00:00,2015-03-31,9,8,50,107,65
2015-04-01 10:00:00,2015-04-01,10,20,64,124,76
2015-04-01 11:00:00,2015-04-01,11,41,65,124,76
2015-04-01 06:00:00,2015-04-01,6,5,67,124,76
2015-04-01 07:00:00,2015-04-01,7,4,67,124,76
2015-04-01 08:00:00,2015-04-01,8,4,65,124,76
2015-04-01 09:00:00,2015-04-01,9,11,65,124,76
