"fecha_hora","date","hour","O3","PM10","MAX_DIA_O3","MAX_DIA_PM10"
2015-04-02 10:00:00,2015-04-02,10,19,77,92,80
2015-04-02 11:00:00,2015-04-02,11,39,80,92,80
2015-04-02 06:00:00,2015-04-02,6,2,76,92,80
2015-04-02 07:00:00,2015-04-02,7,2,77,92,80
2015-04-02 08:00:00,2015-04-02,8,3,76,92,80
2015-04-02 09:00:00,2015-04-02,9,6,76,92,80
2015-04-03 10:00:00,2015-04-03,10,26,65,108,74
2015-04-03 11:00:00,2015-04-03,11,44,65,108,74
2015-04-03 06:00:00,2015-04-03,6,2,73,108,74
2015-04-03 07:00:00,2015-04-03,7,2,71,108,74
2015-04-03 08:00:00,2015-04-03,8,6,70,108,74
2015-04-03 09:00:00,2015-04-03,9,16,68,108,74
2015-04-06 10:00:00,2015-04-06,10,8,55,104,68
2015-04-06 11:00:00,2015-04-06,11,16,58,104,68
2015-04-06 06:00:00,2015-04-06,6,7,50,104,68
2015-04-06 07:00:00,2015-04-06,7,2,51,104,68
2015-04-06 08:00:00,2015-04-06,8,3,52,104,68
2015-04-06 09:00:00,2015-04-06,9,4,54,104,68
2015-04-07 10:00:00,2015-04-07,10,9,68,122,74
2015-04-07 11:00:00,2015-04-07,11,21,67,122,74
2015-04-07 06:00:00,2015-04-07,6,6,68,122,74
2015-04-07 07:00:00,2015-04-07,7,3,68,122,74
2015-04-07 08:00:00,2015-04-07,8,3,68,122,74
2015-04-07 09:00:00,2015-04-07,9,4,68,122,74
2015-04-08 10:00:00,2015-04-08,10,10,76,136,81
2015-04-08 11:00:00,2015-04-08,11,17,76,136,81
2015-04-08 06:00:00,2015-04-08,6,9,77,136,81
2015-04-08 07:00:00,2015-04-08,7,3,77,136,81
2015-04-08 08:00:00,2015-04-08,8,3,77,136,81
2015-04-08 09:00:00,2015-04-08,9,5,76,136,81
2015-04-09 10:00:00,2015-04-09,10,14,86,149,97
2015-04-09 11:00:00,2015-04-09,11,22,88,149,97
2015-04-09 06:00:00,2015-04-09,6,11,83,149,97
2015-04-09 07:00:00,2015-04-09,7,8,83,149,97
2015-04-09 08:00:00,2015-04-09,8,3,83,149,97
2015-04-09 09:00:00,2015-04-09,9,7,83,149,97
2015-04-10 10:00:00,2015-04-10,10,8,91,125,97
2015-04-10 11:00:00,2015-04-10,11,19,93,125,97
2015-04-10 06:00:00,2015-04-10,6,4,88,125,97
2015-04-10 07:00:00,2015-04-10,7,3,90,125,97
2015-04-10 08:00:00,2015-04-10,8,3,91,125,97
2015-04-10 09:00:00,2015-04-10,9,4,91,125,97
2015-04-13 10:00:00,2015-04-13,10,9,68,111,78
2015-04-13 11:00:00,2015-04-13,11,16,70,111,78
2015-04-13 06:00:00,2015-04-13,6,6,65,111,78
2015-04-13 07:00:00,2015-04-13,7,2,67,111,78
2015-04-13 08:00:00,2015-04-13,8,3,67,111,78
2015-04-13 09:00:00,2015-04-13,9,4,67,111,78
2015-04-14 10:00:00,2015-04-14,10,9,87,43,88
2015-04-14 11:00:00,2015-04-14,11,26,88,43,88
2015-04-14 06:00:00,2015-04-14,6,2,81,43,88
2015-04-14 07:00:00,2015-04-14,7,2,83,43,88
2015-04-14 08:00:00,2015-04-14,8,3,83,43,88
2015-04-14 09:00:00,2015-04-14,9,4,84,43,88
2015-04-15 10:00:00,2015-04-15,10,11,81,50,91
2015-04-15 11:00:00,2015-04-15,11,22,84,50,91
2015-04-15 06:00:00,2015-04-15,6,9,78,50,91
2015-04-15 07:00:00,2015-04-15,7,4,78,50,91
2015-04-15 08:00:00,2015-04-15,8,3,80,50,91
2015-04-15 09:00:00,2015-04-15,9,4,80,50,91
2015-04-16 10:00:00,2015-04-16,10,9,76,113,87
2015-04-16 11:00:00,2015-04-16,11,27,76,113,87
2015-04-16 06:00:00,2015-04-16,6,2,77,113,87
2015-04-16 07:00:00,2015-04-16,7,2,76,113,87
2015-04-16 08:00:00,2015-04-16,8,3,76,113,87
2015-04-16 09:00:00,2015-04-16,9,4,74,113,87
2015-04-17 10:00:00,2015-04-17,10,7,83,124,97
2015-04-17 11:00:00,2015-04-17,11,21,83,124,97
2015-04-17 06:00:00,2015-04-17,6,6,78,124,97
2015-04-17 07:00:00,2015-04-17,7,3,80,124,97
2015-04-17 08:00:00,2015-04-17,8,4,78,124,97
2015-04-17 09:00:00,2015-04-17,9,4,84,124,97
2015-04-20 10:00:00,2015-04-20,10,13,51,117,61
2015-04-20 11:00:00,2015-04-20,11,19,50,117,61
2015-04-20 06:00:00,2015-04-20,6,6,54,117,61
2015-04-20 07:00:00,2015-04-20,7,2,52,117,61
2015-04-20 08:00:00,2015-04-20,8,3,52,117,61
2015-04-20 09:00:00,2015-04-20,9,6,51,117,61
2015-04-21 10:00:00,2015-04-21,10,14,80,80,91
2015-04-21 11:00:00,2015-04-21,11,30,83,80,91
2015-04-21 06:00:00,2015-04-21,6,4,70,80,91
2015-04-21 07:00:00,2015-04-21,7,3,73,80,91
2015-04-21 08:00:00,2015-04-21,8,3,76,80,91
2015-04-21 09:00:00,2015-04-21,9,5,77,80,91
2015-04-22 10:00:00,2015-04-22,10,6,90,125,93
2015-04-22 11:00:00,2015-04-22,11,18,90,125,93
2015-04-22 06:00:00,2015-04-22,6,6,90,125,93
2015-04-22 07:00:00,2015-04-22,7,3,88,125,93
2015-04-22 08:00:00,2015-04-22,8,3,88,125,93
2015-04-22 09:00:00,2015-04-22,9,4,88,125,93
2015-04-23 10:00:00,2015-04-23,10,9,74,86,83
2015-04-23 11:00:00,2015-04-23,11,16,74,86,83
2015-04-23 06:00:00,2015-04-23,6,2,81,86,83
2015-04-23 07:00:00,2015-04-23,7,2,80,86,83
2015-04-23 08:00:00,2015-04-23,8,3,80,86,83
2015-04-23 09:00:00,2015-04-23,9,4,78,86,83
2015-04-24 10:00:00,2015-04-24,10,16,81,55,86
2015-04-24 11:00:00,2015-04-24,11,31,78,55,86
2015-04-24 06:00:00,2015-04-24,6,8,84,55,86
2015-04-24 07:00:00,2015-04-24,7,2,84,55,86
2015-04-24 08:00:00,2015-04-24,8,3,84,55,86
2015-04-24 09:00:00,2015-04-24,9,7,83,55,86
2015-04-27 10:00:00,2015-04-27,10,18,61,115,68
2015-04-27 11:00:00,2015-04-27,11,27,60,115,68
2015-04-27 06:00:00,2015-04-27,6,15,61,115,68
2015-04-27 07:00:00,2015-04-27,7,3,61,115,68
2015-04-27 08:00:00,2015-04-27,8,3,61,115,68
2015-04-27 09:00:00,2015-04-27,9,11,61,115,68
2015-04-28 10:00:00,2015-04-28,10,6,67,120,80
2015-04-28 11:00:00,2015-04-28,11,12,70,120,80
2015-04-28 06:00:00,2015-04-28,6,6,64,120,80
2015-04-28 07:00:00,2015-04-28,7,3,65,120,80
2015-04-28 08:00:00,2015-04-28,8,4,65,120,80
2015-04-28 09:00:00,2015-04-28,9,4,65,120,80
2015-04-29 10:00:00,2015-04-29,10,4,83,22,90
2015-04-29 11:00:00,2015-04-29,11,5,83,22,90
2015-04-29 06:00:00,2015-04-29,6,4,81,22,90
2015-04-29 07:00:00,2015-04-29,7,3,80,22,90
2015-04-29 08:00:00,2015-04-29,8,3,81,22,90
2015-04-29 09:00:00,2015-04-29,9,6,83,22,90
2015-04-30 10:00:00,2015-04-30,10,11,70,61,80
2015-04-30 11:00:00,2015-04-30,11,16,65,61,80
2015-04-30 06:00:00,2015-04-30,6,9,80,61,80
2015-04-30 07:00:00,2015-04-30,7,5,78,61,80
2015-04-30 08:00:00,2015-04-30,8,4,77,61,80
2015-04-30 09:00:00,2015-04-30,9,9,74,61,80
2015-05-01 10:00:00,2015-05-01,10,16,57,82,63
2015-05-01 11:00:00,2015-05-01,11,23,60,82,63
2015-05-01 06:00:00,2015-05-01,6,3,50,82,63
2015-05-01 07:00:00,2015-05-01,7,3,51,82,63
2015-05-01 08:00:00,2015-05-01,8,3,52,82,63
2015-05-01 09:00:00,2015-05-01,9,6,54,82,63
2015-05-04 10:00:00,2015-05-04,10,9,65,117,73
2015-05-04 11:00:00,2015-05-04,11,28,67,117,73
2015-05-04 06:00:00,2015-05-04,6,4,64,117,73
2015-05-04 07:00:00,2015-05-04,7,3,64,117,73
2015-05-04 08:00:00,2015-05-04,8,3,64,117,73
2015-05-04 09:00:00,2015-05-04,9,4,64,117,73
2015-05-05 10:00:00,2015-05-05,10,19,68,156,70
2015-05-05 11:00:00,2015-05-05,11,31,65,156,70
2015-05-05 06:00:00,2015-05-05,6,3,68,156,70
2015-05-05 07:00:00,2015-05-05,7,3,68,156,70
2015-05-05 08:00:00,2015-05-05,8,3,68,156,70
2015-05-05 09:00:00,2015-05-05,9,6,68,156,70
2015-05-06 10:00:00,2015-05-06,10,14,64,106,77
2015-05-06 11:00:00,2015-05-06,11,30,67,106,77
2015-05-06 06:00:00,2015-05-06,6,3,61,106,77
2015-05-06 07:00:00,2015-05-06,7,3,63,106,77
2015-05-06 08:00:00,2015-05-06,8,3,61,106,77
2015-05-06 09:00:00,2015-05-06,9,4,63,106,77
2015-05-07 10:00:00,2015-05-07,10,11,54,103,70
2015-05-07 11:00:00,2015-05-07,11,23,52,103,70
2015-05-07 06:00:00,2015-05-07,6,3,61,103,70
2015-05-07 07:00:00,2015-05-07,7,3,60,103,70
2015-05-07 08:00:00,2015-05-07,8,3,58,103,70
2015-05-07 09:00:00,2015-05-07,9,5,57,103,70
2015-05-08 10:00:00,2015-05-08,10,9,41,49,45
2015-05-08 11:00:00,2015-05-08,11,21,41,49,45
2015-05-08 06:00:00,2015-05-08,6,2,43,49,45
2015-05-08 07:00:00,2015-05-08,7,3,43,49,45
2015-05-08 08:00:00,2015-05-08,8,3,43,49,45
2015-05-08 09:00:00,2015-05-08,9,5,43,49,45
2015-05-11 10:00:00,2015-05-11,10,7,50,107,67
2015-05-11 11:00:00,2015-05-11,11,14,50,107,67
2015-05-11 06:00:00,2015-05-11,6,3,52,107,67
2015-05-11 07:00:00,2015-05-11,7,2,51,107,67
2015-05-11 08:00:00,2015-05-11,8,3,50,107,67
2015-05-11 09:00:00,2015-05-11,9,4,50,107,67
2015-05-12 10:00:00,2015-05-12,10,14,50,53,52
2015-05-12 11:00:00,2015-05-12,11,21,50,53,52
2015-05-12 06:00:00,2015-05-12,6,17,52,53,52
2015-05-12 07:00:00,2015-05-12,7,5,52,53,52
2015-05-12 08:00:00,2015-05-12,8,3,52,53,52
2015-05-12 09:00:00,2015-05-12,9,4,51,53,52
2015-05-13 10:00:00,2015-05-13,10,7,50,104,60
2015-05-13 11:00:00,2015-05-13,11,14,51,104,60
2015-05-13 06:00:00,2015-05-13,6,4,46,104,60
2015-05-13 07:00:00,2015-05-13,7,3,46,104,60
2015-05-13 08:00:00,2015-05-13,8,3,48,104,60
2015-05-13 09:00:00,2015-05-13,9,4,49,104,60
2015-05-14 10:00:00,2015-05-14,10,10,57,113,58
2015-05-14 11:00:00,2015-05-14,11,19,58,113,58
2015-05-14 06:00:00,2015-05-14,6,3,55,113,58
2015-05-14 07:00:00,2015-05-14,7,2,57,113,58
2015-05-14 08:00:00,2015-05-14,8,3,57,113,58
2015-05-14 09:00:00,2015-05-14,9,4,57,113,58
2015-05-15 10:00:00,2015-05-15,10,11,50,100,63
2015-05-15 11:00:00,2015-05-15,11,25,49,100,63
2015-05-15 06:00:00,2015-05-15,6,3,49,100,63
2015-05-15 07:00:00,2015-05-15,7,3,50,100,63
2015-05-15 08:00:00,2015-05-15,8,3,50,100,63
2015-05-15 09:00:00,2015-05-15,9,5,50,100,63
2015-05-18 10:00:00,2015-05-18,10,13,48,80,52
2015-05-18 11:00:00,2015-05-18,11,25,48,80,52
2015-05-18 06:00:00,2015-05-18,6,4,48,80,52
2015-05-18 07:00:00,2015-05-18,7,3,48,80,52
2015-05-18 08:00:00,2015-05-18,8,3,48,80,52
2015-05-18 09:00:00,2015-05-18,9,6,48,80,52
2015-05-19 10:00:00,2015-05-19,10,12,63,132,78
2015-05-19 11:00:00,2015-05-19,11,26,64,132,78
2015-05-19 06:00:00,2015-05-19,6,6,55,132,78
2015-05-19 07:00:00,2015-05-19,7,2,58,132,78
2015-05-19 08:00:00,2015-05-19,8,3,60,132,78
2015-05-19 09:00:00,2015-05-19,9,6,61,132,78
2015-05-20 10:00:00,2015-05-20,10,12,80,115,80
2015-05-20 11:00:00,2015-05-20,11,21,80,115,80
2015-05-20 06:00:00,2015-05-20,6,3,80,115,80
2015-05-20 07:00:00,2015-05-20,7,3,80,115,80
2015-05-20 08:00:00,2015-05-20,8,3,80,115,80
2015-05-20 09:00:00,2015-05-20,9,6,80,115,80
2015-05-21 10:00:00,2015-05-21,10,9,68,108,77
2015-05-21 11:00:00,2015-05-21,11,24,68,108,77
2015-05-21 06:00:00,2015-05-21,6,2,71,108,77
2015-05-21 07:00:00,2015-05-21,7,3,71,108,77
2015-05-21 08:00:00,2015-05-21,8,3,70,108,77
2015-05-21 09:00:00,2015-05-21,9,4,68,108,77
2015-05-22 10:00:00,2015-05-22,10,4,54,101,63
2015-05-22 11:00:00,2015-05-22,11,7,54,101,63
2015-05-22 06:00:00,2015-05-22,6,14,57,101,63
2015-05-22 07:00:00,2015-05-22,7,5,55,101,63
2015-05-22 08:00:00,2015-05-22,8,3,55,101,63
2015-05-22 09:00:00,2015-05-22,9,4,54,101,63
2015-05-25 10:00:00,2015-05-25,10,10,44,125,52
2015-05-25 11:00:00,2015-05-25,11,23,44,125,52
2015-05-25 06:00:00,2015-05-25,6,3,46,125,52
2015-05-25 07:00:00,2015-05-25,7,3,46,125,52
2015-05-25 08:00:00,2015-05-25,8,3,45,125,52
2015-05-25 09:00:00,2015-05-25,9,5,44,125,52
2015-05-26 10:00:00,2015-05-26,10,14,51,50,52
2015-05-26 11:00:00,2015-05-26,11,26,49,50,52
2015-05-26 06:00:00,2015-05-26,6,3,52,50,52
2015-05-26 07:00:00,2015-05-26,7,3,52,50,52
2015-05-26 08:00:00,2015-05-26,8,3,52,50,52
2015-05-26 09:00:00,2015-05-26,9,6,52,50,52
2015-05-27 10:00:00,2015-05-27,10,16,57,113,78
2015-05-27 11:00:00,2015-05-27,11,19,58,113,78
2015-05-27 06:00:00,2015-05-27,6,6,49,113,78
2015-05-27 07:00:00,2015-05-27,7,4,50,113,78
2015-05-27 08:00:00,2015-05-27,8,6,51,113,78
2015-05-27 09:00:00,2015-05-27,9,7,52,113,78
2015-05-28 10:00:00,2015-05-28,10,5,65,69,77
2015-05-28 11:00:00,2015-05-28,11,11,67,69,77
2015-05-28 06:00:00,2015-05-28,6,4,70,69,77
2015-05-28 07:00:00,2015-05-28,7,3,70,69,77
2015-05-28 08:00:00,2015-05-28,8,3,68,69,77
2015-05-28 09:00:00,2015-05-28,9,4,68,69,77
2015-05-29 10:00:00,2015-05-29,10,7,52,127,76
2015-05-29 11:00:00,2015-05-29,11,14,50,127,76
2015-05-29 06:00:00,2015-05-29,6,3,54,127,76
2015-05-29 07:00:00,2015-05-29,7,2,54,127,76
2015-05-29 08:00:00,2015-05-29,8,3,54,127,76
2015-05-29 09:00:00,2015-05-29,9,4,52,127,76
2015-06-01 10:00:00,2015-06-01,10,8,40,46,49
2015-06-01 11:00:00,2015-06-01,11,14,43,46,49
2015-06-01 06:00:00,2015-06-01,6,3,38,46,49
2015-06-01 07:00:00,2015-06-01,7,3,39,46,49
2015-06-01 08:00:00,2015-06-01,8,3,39,46,49
2015-06-01 09:00:00,2015-06-01,9,4,39,46,49
2015-06-02 10:00:00,2015-06-02,10,9,48,105,61
2015-06-02 11:00:00,2015-06-02,11,19,48,105,61
2015-06-02 06:00:00,2015-06-02,6,4,48,105,61
2015-06-02 07:00:00,2015-06-02,7,3,46,105,61
2015-06-02 08:00:00,2015-06-02,8,3,46,105,61
2015-06-02 09:00:00,2015-06-02,9,4,48,105,61
2015-06-03 10:00:00,2015-06-03,10,7,63,101,68
2015-06-03 11:00:00,2015-06-03,11,14,63,101,68
2015-06-03 06:00:00,2015-06-03,6,6,65,101,68
2015-06-03 07:00:00,2015-06-03,7,3,67,101,68
2015-06-03 08:00:00,2015-06-03,8,3,67,101,68
2015-06-03 09:00:00,2015-06-03,9,4,65,101,68
2015-06-04 10:00:00,2015-06-04,10,8,78,104,84
2015-06-04 11:00:00,2015-06-04,11,17,81,104,84
2015-06-04 06:00:00,2015-06-04,6,6,73,104,84
2015-06-04 07:00:00,2015-06-04,7,3,73,104,84
2015-06-04 08:00:00,2015-06-04,8,3,74,104,84
2015-06-04 09:00:00,2015-06-04,9,4,77,104,84
2015-06-05 10:00:00,2015-06-05,10,9,68,38,78
2015-06-05 11:00:00,2015-06-05,11,17,67,38,78
2015-06-05 06:00:00,2015-06-05,6,9,73,38,78
2015-06-05 07:00:00,2015-06-05,7,4,71,38,78
2015-06-05 08:00:00,2015-06-05,8,3,71,38,78
2015-06-05 09:00:00,2015-06-05,9,4,70,38,78
2015-06-08 10:00:00,2015-06-08,10,7,48,63,54
2015-06-08 11:00:00,2015-06-08,11,16,49,63,54
2015-06-08 06:00:00,2015-06-08,6,2,45,63,54
2015-06-08 07:00:00,2015-06-08,7,1,45,63,54
2015-06-08 08:00:00,2015-06-08,8,2,45,63,54
2015-06-08 09:00:00,2015-06-08,9,3,46,63,54
2015-06-09 10:00:00,2015-06-09,10,14,54,122,63
2015-06-09 11:00:00,2015-06-09,11,26,54,122,63
2015-06-09 06:00:00,2015-06-09,6,4,55,122,63
2015-06-09 07:00:00,2015-06-09,7,2,55,122,63
2015-06-09 08:00:00,2015-06-09,8,3,55,122,63
2015-06-09 09:00:00,2015-06-09,9,5,54,122,63
2015-06-10 10:00:00,2015-06-10,10,13,70,143,88
2015-06-10 11:00:00,2015-06-10,11,25,73,143,88
2015-06-10 06:00:00,2015-06-10,6,4,68,143,88
2015-06-10 07:00:00,2015-06-10,7,2,70,143,88
2015-06-10 08:00:00,2015-06-10,8,3,71,143,88
2015-06-10 09:00:00,2015-06-10,9,6,71,143,88
2015-06-11 10:00:00,2015-06-11,10,14,93,124,93
2015-06-11 11:00:00,2015-06-11,11,31,93,124,93
2015-06-11 06:00:00,2015-06-11,6,3,90,124,93
2015-06-11 07:00:00,2015-06-11,7,3,91,124,93
2015-06-11 08:00:00,2015-06-11,8,4,91,124,93
2015-06-11 09:00:00,2015-06-11,9,6,93,124,93
2015-06-12 10:00:00,2015-06-12,10,12,74,108,87
2015-06-12 11:00:00,2015-06-12,11,24,73,108,87
2015-06-12 06:00:00,2015-06-12,6,10,81,108,87
2015-06-12 07:00:00,2015-06-12,7,3,80,108,87
2015-06-12 08:00:00,2015-06-12,8,3,77,108,87
2015-06-12 09:00:00,2015-06-12,9,6,76,108,87
2015-06-15 10:00:00,2015-06-15,10,11,19,27,23
2015-06-15 11:00:00,2015-06-15,11,15,18,27,23
2015-06-15 06:00:00,2015-06-15,6,6,19,27,23
2015-06-15 07:00:00,2015-06-15,7,3,19,27,23
2015-06-15 08:00:00,2015-06-15,8,1,18,27,23
2015-06-15 09:00:00,2015-06-15,9,4,18,27,23
2015-06-16 10:00:00,2015-06-16,10,14,29,67,41
2015-06-16 11:00:00,2015-06-16,11,23,30,67,41
2015-06-16 06:00:00,2015-06-16,6,4,26,67,41
2015-06-16 07:00:00,2015-06-16,7,3,28,67,41
2015-06-16 08:00:00,2015-06-16,8,3,28,67,41
2015-06-16 09:00:00,2015-06-16,9,6,29,67,41
2015-06-17 10:00:00,2015-06-17,10,11,54,115,74
2015-06-17 11:00:00,2015-06-17,11,24,55,115,74
2015-06-17 06:00:00,2015-06-17,6,3,48,115,74
2015-06-17 07:00:00,2015-06-17,7,2,50,115,74
2015-06-17 08:00:00,2015-06-17,8,3,50,115,74
2015-06-17 09:00:00,2015-06-17,9,6,51,115,74
2015-06-18 10:00:00,2015-06-18,10,7,70,26,73
2015-06-18 11:00:00,2015-06-18,11,11,71,26,73
2015-06-18 06:00:00,2015-06-18,6,2,70,26,73
2015-06-18 07:00:00,2015-06-18,7,3,70,26,73
2015-06-18 08:00:00,2015-06-18,8,3,70,26,73
2015-06-18 09:00:00,2015-06-18,9,4,68,26,73
2015-06-19 10:00:00,2015-06-19,10,11,54,41,65
2015-06-19 11:00:00,2015-06-19,11,16,52,41,65
2015-06-19 06:00:00,2015-06-19,6,2,63,41,65
2015-06-19 07:00:00,2015-06-19,7,2,60,41,65
2015-06-19 08:00:00,2015-06-19,8,3,58,41,65
2015-06-19 09:00:00,2015-06-19,9,7,55,41,65
2015-06-22 10:00:00,2015-06-22,10,4,44,78,64
2015-06-22 11:00:00,2015-06-22,11,8,44,78,64
2015-06-22 06:00:00,2015-06-22,6,2,45,78,64
2015-06-22 07:00:00,2015-06-22,7,2,45,78,64
2015-06-22 08:00:00,2015-06-22,8,2,44,78,64
2015-06-22 09:00:00,2015-06-22,9,3,43,78,64
2015-06-23 10:00:00,2015-06-23,10,13,61,63,70
2015-06-23 11:00:00,2015-06-23,11,21,61,63,70
2015-06-23 06:00:00,2015-06-23,6,11,60,63,70
2015-06-23 07:00:00,2015-06-23,7,5,60,63,70
2015-06-23 08:00:00,2015-06-23,8,4,60,63,70
2015-06-23 09:00:00,2015-06-23,9,6,60,63,70
2015-06-24 10:00:00,2015-06-24,10,5,101,44,102
2015-06-24 11:00:00,2015-06-24,11,11,102,44,102
2015-06-24 06:00:00,2015-06-24,6,7,88,44,102
2015-06-24 07:00:00,2015-06-24,7,3,91,44,102
2015-06-24 08:00:00,2015-06-24,8,3,96,44,102
2015-06-24 09:00:00,2015-06-24,9,3,99,44,102
2015-06-25 10:00:00,2015-06-25,10,7,64,57,90
2015-06-25 11:00:00,2015-06-25,11,13,61,57,90
2015-06-25 06:00:00,2015-06-25,6,3,77,57,90
2015-06-25 07:00:00,2015-06-25,7,2,74,57,90
2015-06-25 08:00:00,2015-06-25,8,3,71,57,90
2015-06-25 09:00:00,2015-06-25,9,4,67,57,90
2015-06-26 10:00:00,2015-06-26,10,7,58,73,63
2015-06-26 11:00:00,2015-06-26,11,16,60,73,63
2015-06-26 06:00:00,2015-06-26,6,8,58,73,63
2015-06-26 07:00:00,2015-06-26,7,4,58,73,63
2015-06-26 08:00:00,2015-06-26,8,3,58,73,63
2015-06-26 09:00:00,2015-06-26,9,4,58,73,63
2015-06-29 10:00:00,2015-06-29,10,8,51,90,70
2015-06-29 11:00:00,2015-06-29,11,16,54,90,70
2015-06-29 06:00:00,2015-06-29,6,12,48,90,70
2015-06-29 07:00:00,2015-06-29,7,5,49,90,70
2015-06-29 08:00:00,2015-06-29,8,3,49,90,70
2015-06-29 09:00:00,2015-06-29,9,6,51,90,70
2015-06-30 10:00:00,2015-06-30,10,9,73,82,77
2015-06-30 11:00:00,2015-06-30,11,14,68,82,77
2015-06-30 06:00:00,2015-06-30,6,5,77,82,77
2015-06-30 07:00:00,2015-06-30,7,2,76,82,77
2015-06-30 08:00:00,2015-06-30,8,3,74,82,77
2015-06-30 09:00:00,2015-06-30,9,4,74,82,77
2015-07-01 10:00:00,2015-07-01,10,4,36,53,46
2015-07-01 11:00:00,2015-07-01,11,6,38,53,46
2015-07-01 06:00:00,2015-07-01,6,9,39,53,46
2015-07-01 07:00:00,2015-07-01,7,3,39,53,46
2015-07-01 08:00:00,2015-07-01,8,3,38,53,46
2015-07-01 09:00:00,2015-07-01,9,4,36,53,46
2015-07-02 10:00:00,2015-07-02,10,8,46,47,58
2015-07-02 11:00:00,2015-07-02,11,11,46,47,58
